time,alt
7:00 PM,50
7:00 PM,52
7:00 PM,60
8:00 PM,56
8:00 PM,59
8:00 PM,62
7:00 PM,20
7:00 PM,18
7:00 PM,20
8:00 PM,37
8:00 PM,40
8:00 PM,37
9:30 PM,40
9:30 PM,40
9:30 PM,42
